pose_id,tick_0,tick_1,tick_2,tick_3,tick_4,tick_5,tick_6
65,841,1915,1078,2987,950,2034,3755
66,804,1915,1077,2992,1093,1964,3754
67,620,1993,1079,2993,1166,2037,3755
68,618,1997,1077,2993,1254,2014,3754
69,582,2022,1036,2993,1313,1922,3754
70,573,2044,1033,2992,1363,1940,3754
71,551,2048,1007,2992,1365,2013,3753
72,551,2077,1007,2990,1362,1856,3755
73,553,2138,1009,2987,1347,1843,3755
74,568,2266,1009,2986,1504,1927,3754
75,578,2275,1006,2904,1505,2008,3755
76,579,2353,1004,2901,1504,1962,3754
77,579,2419,1004,2851,1528,2004,3755
78,580,2486,1006,2780,1572,2074,3756
79,580,2559,1005,2711,1652,2115,3756
80,583,2601,1006,2621,1645,2207,3756
81,583,2759,1005,2473,1730,2513,3758
82,581,2654,974,2570,1775,2464,3757
83,548,2653,972,2579,1802,2513,3755
84,504,2653,973,2595,1804,2516,3755
85,466,2652,973,2601,1805,2534,3754
86,420,2652,972,2602,1824,2536,3754
87,340,2659,970,2604,1841,2496,3678
88,297,2694,971,2604,1862,2519,3594
89,295,2759,971,2600,1963,2520,3594
90,300,2801,966,2429,1958,2727,3617
91,309,2938,944,2285,1956,2905,3669
92,395,2743,930,2408,1803,2725,3755
93,399,2748,929,2357,1803,2739,3756
94,399,2826,929,2301,1802,2836,3756
95,464,2837,930,2322,1887,2844,3755
96,464,2842,931,2300,1890,2852,3757
97,466,2846,929,2275,1893,2854,3757
98,465,2857,930,2252,1894,2866,3756
99,416,2862,931,2230,1915,2893,3755
100,359,2861,933,2219,1916,2903,3754
101,300,2862,933,2209,1916,2981,3752
102,302,3060,923,2026,1897,3303,3754
103,419,2391,1206,2610,1225,2500,3757
104,419,2383,1207,2612,1140,2495,3757
105,419,2377,1207,2614,1052,2443,3757
106,419,2312,1206,2623,1024,2331,3760
107,478,2258,1206,2674,1024,2303,3760
108,559,2193,1204,2729,1028,2240,3760
109,569,2186,1206,2739,1059,2215,3760
110,639,2147,1204,2775,1069,2220,3760
111,644,2147,1204,2797,1146,2211,3760
112,649,2150,1165,2796,1225,2173,3759
113,624,2151,1156,2796,1281,2221,3757
114,555,2152,1133,2796,1320,2179,3756
115,539,2150,1123,2803,1336,2222,3755
116,521,2151,1110,2821,1356,2208,3754
117,508,2160,1091,2833,1376,2155,3754
118,487,2234,1042,2843,1516,2105,3755
119,486,2456,1004,2845,1685,2152,3755
120,487,2549,1004,2839,1784,2136,3755
121,491,2592,1005,2737,1749,2195,3757
122,492,2693,1007,2630,1792,2342,3757
123,359,2979,1103,2355,1798,2882,3755
124,386,2758,931,2409,1784,2717,3757
125,416,2957,930,2296,1910,2876,3755
126,339,2954,935,2366,1988,2773,3677
127,329,2956,934,2436,2119,2704,3540
128,310,2955,936,2493,2127,2695,3468
129,290,2954,936,2591,2131,2569,3465
130,291,2956,934,2701,2184,2423,3465
131,289,2963,934,2798,2225,2326,3470
132,291,2981,935,2690,2184,2473,3542
133,288,3082,937,2501,2182,2695,3675
134,299,3104,933,2492,2181,2729,3754
135,342,3108,932,2481,2177,2689,3665
136,415,3106,931,2448,2178,2740,3625
137,444,3106,930,2419,2178,2744,3551
138,488,3107,930,2407,2179,2696,3554
139,492,3106,931,2412,2308,2690,3497
140,442,3106,934,2414,2337,2681,3497
141,374,3105,933,2413,2339,2676,3496
142,303,3104,936,2416,2346,2688,3401
143,287,3105,948,2444,2350,2652,3269
144,284,3103,1005,2464,2351,2686,3136
145,279,3106,1042,2469,2421,2682,3008
146,279,3115,1048,2478,2457,2752,3010
147,281,3133,1043,2405,2455,2933,3052
148,281,3134,1031,2314,2455,3060,3098
149,281,3132,1031,2313,2455,2903,3144
150,281,3140,980,2310,2456,2982,3193
151,286,3167,933,2286,2454,2939,3192
152,293,3169,925,2235,2449,3116,3205
153,286,3163,930,2237,2459,2913,3234
154,321,3171,925,2222,2454,3037,3253
155,377,3174,924,2202,2452,2961,3352
156,423,3174,925,2181,2451,2932,3425
157,418,3172,930,2197,2454,2867,3422
158,363,3170,931,2236,2461,2782,3418
159,310,3170,931,2283,2481,2775,3358
160,292,3170,932,2326,2555,2774,3281
161,288,3174,934,2356,2680,2782,3090
162,285,3175,972,2409,2682,2785,2974
163,322,3228,937,2316,2682,2856,3107
164,445,3228,925,2246,2680,2905,3320
165,521,3227,926,2233,2680,2871,3378
166,591,3228,927,2348,2679,2752,3426
167,597,3228,926,2437,2676,2710,3425
168,623,3227,931,2450,2543,2550,3609
169,564,3219,932,2472,2578,2601,3519
170,517,3223,932,2522,2636,2598,3390
171,432,3227,930,2532,2586,2687,3320
172,441,3229,930,2505,2530,2645,3471
173,455,3226,930,2429,2487,2619,3532
174,505,3226,930,2371,2464,2612,3626
175,553,3225,933,2315,2463,2619,3660
176,434,3223,941,2317,2570,2697,3370
177,376,3219,941,2317,2594,2708,3222
178,362,3221,946,2404,2597,2708,3217
179,317,3221,952,2443,2600,2671,3182
180,315,3216,950,2371,2603,2831,3180
181,316,3216,952,2352,2606,2809,3181
182,299,3218,971,2420,2624,2748,3151
183,291,3225,1017,2488,2683,2637,3076
184,290,3225,1020,2468,2684,2540,3107
185,292,3225,1015,2408,2524,2593,3340
186,334,3226,1002,2371,2506,2651,3444
187,454,3226,966,2426,2478,2604,3445
188,480,3226,947,2422,2469,2731,3471
189,504,3225,949,2472,2445,2522,3544
190,471,3222,950,2518,2458,2558,3494
191,439,3212,950,2510,2461,2694,3440
192,359,3200,952,2510,2556,2628,3329
193,297,3202,972,2515,2615,2601,3189
194,291,3218,1017,2450,2657,2674,3192
195,289,3226,1074,2455,2601,2606,3192
196,333,3226,1062,2415,2518,2596,3319
197,421,3227,1049,2439,2506,2644,3402
198,527,3225,1031,2426,2476,2644,3432
199,535,3223,1014,2429,2505,2697,3261
200,404,3217,1016,2432,2560,2646,3196
