pose_id,tick_0,tick_1,tick_2,tick_3,tick_4,tick_5,tick_6
46,3073,1866,2211,829,2090,1523,1243
47,3074,1866,2211,828,2095,1553,1259
48,3079,1861,2081,829,2098,1552,1264
49,3133,1844,1944,829,2093,1489,1199
50,3135,1845,1944,829,2095,1366,1199
51,3171,1815,2022,828,2089,1303,1201
52,3143,1845,2144,828,2090,1251,1201
53,3084,1836,2277,829,2090,1311,1101
54,3084,1842,2277,828,2088,1445,1099
55,3085,1843,2275,829,2090,1466,1103
56,3085,1857,2148,829,2098,1537,1105
57,3141,1856,2041,830,2099,1488,1105
58,3197,1856,2007,829,2099,1406,1072
59,3213,1833,2009,828,2084,1303,1009
60,3189,1836,2087,829,2083,1286,1038
61,3102,1836,2170,828,2084,1310,1039
62,3071,1832,2275,829,2091,1479,1152
63,3064,1833,2110,829,2096,1537,1105
64,3066,1834,1993,829,2096,1525,1032
65,3066,1836,1980,829,2099,1482,1023
66,3067,1836,1979,829,2099,1479,1023
67,3067,1836,1978,829,2099,1477,1023
68,3067,1837,1976,829,2100,1476,1023
69,3067,1837,1975,829,2100,1474,1023
70,3067,1838,1974,829,2100,1471,1023
71,3067,1838,1972,829,2101,1470,1022
72,3067,1838,1970,829,2102,1466,1020
73,3067,1838,1968,829,2102,1460,1013
74,3067,1837,1966,829,2102,1451,1005
75,3067,1837,1962,829,2102,1442,998
76,3067,1836,1960,829,2102,1436,997
77,3067,1836,1957,829,2100,1432,997
78,3067,1835,1954,829,2100,1430,996
79,3067,1836,1952,829,2100,1427,996
80,3104,1836,1943,829,2099,1399,998
81,3167,1831,2051,829,2087,1303,999
82,3127,1830,2068,828,2079,1302,1029
83,3071,1830,2140,828,2082,1337,1029
84,3037,1830,2219,827,2085,1397,1002
85,3021,1831,2223,828,2085,1545,1130
86,3021,1832,2115,831,2098,1591,1123
87,3065,1831,2022,830,2095,1539,1031
88,3066,1830,2078,828,2087,1424,1019
89,3066,1830,2083,828,2089,1342,1018
90,3015,1781,2084,827,2083,1328,1015
91,3015,1781,2083,848,2087,1392,1018
92,3015,1766,2084,913,2088,1436,1069
93,3080,1738,2083,926,2093,1420,1101
94,3098,1750,2082,907,2093,1389,1102
95,3100,1792,2083,829,2093,1407,1101
96,3093,1787,2083,828,2084,1363,1072
97,3018,1785,2084,827,2084,1380,1041
98,2964,1783,2103,829,2084,1414,1003
99,2941,1783,2110,855,2090,1471,1008
100,2966,1759,2033,912,2101,1483,1007
101,3131,1777,1993,897,2098,1320,956
102,3133,1777,1995,844,2091,1303,956
103,3132,1776,2002,827,2076,1299,975
104,3105,1793,2090,828,2083,1337,1020
105,3081,1792,2194,828,2085,1407,1098
106,3045,1840,2057,828,2094,1527,1068
107,3045,1840,1940,828,2096,1514,1012
108,3074,1838,1873,829,2095,1418,950
109,3075,1841,1942,828,2090,1294,945
110,3073,1837,2028,828,2088,1294,957
111,3073,1837,2104,828,2085,1315,991
112,3047,1838,2169,828,2081,1362,995
113,3044,1836,2252,828,2082,1449,1089
114,3045,1837,2210,829,2096,1543,1147
115,3046,1838,2087,829,2098,1544,1095
116,3105,1842,2034,829,2096,1475,1061
117,3153,1842,2034,828,2095,1413,1092
118,3160,1837,2036,828,2091,1360,1091
119,3109,1836,2076,829,2081,1359,1051
120,3103,1837,2091,830,2087,1443,1052
121,3072,1834,2093,828,2082,1455,1048
122,2995,1834,2094,827,2081,1414,957
123,3005,1839,1980,829,2094,1303,931
124,3063,1838,1980,828,2091,1448,985
125,3063,1837,1979,828,2093,1497,985
126,3058,1832,2045,828,2082,1517,1004
127,3016,1833,2090,828,2080,1448,1018
128,3008,1828,2186,828,2097,1362,1021
129,3082,1804,2098,829,2101,1309,1021
130,3084,1807,2038,828,2099,1333,1000
131,3165,1807,2038,830,2095,1414,1083
132,3163,1804,2045,830,2081,1536,1110
133,3140,1803,2121,830,2082,1563,1112
134,3043,1802,2149,829,2082,1525,1091
135,3014,1801,2149,828,2080,1450,1074
136,3015,1802,2149,828,2087,1365,1075
137,3060,1803,2144,829,2101,1299,1078
138,3139,1754,2057,831,2099,1344,1077
139,3156,1754,2057,878,2099,1369,1104
140,3161,1751,2058,899,2087,1412,1134
141,3050,1750,2112,916,2081,1418,1121
142,3011,1767,2153,832,2092,1395,1079
143,3012,1812,2152,829,2095,1367,1079
144,3064,1811,2151,829,2099,1335,1080
145,3121,1807,2071,829,2096,1354,1081
146,3122,1807,2067,830,2090,1419,1081
147,3079,1802,2077,840,2076,1443,1077
148,3130,1780,1962,835,2092,1385,1078
149,3132,1777,1962,890,2095,1408,1080
150,3065,1776,2110,859,2084,1508,1078
151,3057,1776,2211,831,2087,1452,1082
152,3059,1778,2216,828,2084,1334,1080
153,3139,1774,2214,829,2097,1263,1083
154,3158,1773,2092,829,2095,1347,1103
155,3158,1774,2077,836,2097,1408,1106
156,3155,1772,2078,866,2085,1471,1104
157,3037,1771,2176,870,2084,1489,1063
158,3037,1771,2251,829,2087,1419,1083
159,3039,1766,2172,829,2098,1315,1049
160,3055,1770,2083,829,2099,1318,1049
161,3095,1770,2069,832,2093,1368,1052
162,3095,1768,2069,850,2095,1455,1081
163,3098,1770,2059,847,2100,1457,1098
164,3098,1768,1990,828,2091,1339,1061
165,3096,1767,2090,828,2087,1325,1062
166,3075,1767,2099,828,2084,1425,1063
167,3054,1767,2099,831,2087,1485,1065
168,3056,1768,2032,832,2094,1482,1093
169,3053,1766,2146,829,2083,1469,1062
170,2998,1769,2147,828,2083,1391,1012
171,3000,1774,2146,828,2094,1313,997
172,3024,1925,2144,829,2097,1338,1002
173,3023,1993,2143,829,2096,1270,1001
174,3022,2135,2146,828,2092,1132,999
175,3142,1870,2133,854,2089,1422,1156
176,3193,1869,2132,890,2095,1411,1188
177,3212,1875,2050,864,2099,1423,1211
178,3263,1874,2045,865,2099,1324,1216
179,3263,1875,1989,855,2094,1251,1210
180,3261,1874,1989,845,2091,1206,1181
181,3260,1873,2047,843,2084,1154,1164
182,3215,1873,2111,844,2085,1196,1166
183,3202,1871,2201,846,2086,1196,1165
184,3151,1874,2216,850,2089,1320,1202
185,3139,1875,2212,851,2094,1476,1229
186,3141,1875,2124,849,2094,1506,1210
187,3142,1876,2050,849,2100,1467,1143
188,3199,1875,2032,850,2098,1413,1138
189,3201,1874,2022,848,2095,1343,1137
190,3196,1872,2097,845,2083,1352,1152
191,3150,1872,2114,846,2084,1370,1156
192,3095,1872,2118,851,2081,1353,1154
193,3078,1873,2160,846,2085,1312,1153
194,3079,1875,2142,851,2099,1241,1146
195,3134,1872,2047,850,2097,1241,1147
196,3144,1874,1983,850,2099,1272,1180
197,3153,1875,1967,849,2098,1388,1164
198,3168,1874,1967,848,2094,1441,1165
199,3168,1871,1969,846,2091,1524,1164
200,3165,1868,1988,843,2079,1557,1163
201,3157,1870,2074,846,2083,1518,1165
202,3113,1868,2095,845,2082,1477,1164
203,3090,1868,2117,845,2082,1444,1165
204,3084,1870,2141,847,2083,1416,1165
205,3084,1869,2142,845,2083,1357,1197
206,3085,1869,2142,846,2086,1318,1204
207,3087,1874,2139,849,2095,1301,1206
208,3132,1874,2107,850,2099,1308,1207
209,3132,1875,2073,849,2099,1356,1188
210,3132,1871,2073,850,2099,1395,1165
211,3121,1867,2074,851,2086,1408,1163
212,3058,1869,2075,850,2085,1406,1126
213,3051,1873,2075,845,2084,1383,1058
214,3054,1876,2076,845,2088,1314,1032
215,3062,1878,2073,848,2096,1281,1049
216,3119,1875,2073,848,2096,1281,1085
217,3143,1875,2073,850,2099,1291,1119
218,3143,1872,2072,850,2100,1344,1147
219,3142,1871,2072,850,2099,1415,1148
220,3142,1869,2072,850,2098,1445,1148
221,3053,1868,2075,846,2084,1466,1059
222,2998,1904,2075,828,2083,1412,975
223,2997,1981,2075,828,2084,1339,991
224,2998,1937,2074,829,2092,1396,999
225,3105,1936,2074,829,2094,1386,1055
226,3150,1912,2073,828,2097,1445,1115
227,3156,1819,2073,875,2095,1454,1115
228,3081,1797,2075,913,2086,1429,1085
229,3044,1799,2075,900,2084,1399,1048
230,3019,1817,2075,877,2081,1396,1019
231,3002,1858,2076,828,2088,1395,1018
232,3095,1897,2075,829,2094,1397,1072
233,3144,1896,2075,828,2096,1430,1113
234,3158,1836,2073,850,2096,1456,1148
235,3141,1813,2073,906,2084,1412,1144
236,3065,1820,2074,894,2087,1395,1077
237,3068,1867,2074,850,2096,1388,1062
238,3166,1894,2073,830,2096,1434,1097
239,3173,1867,2073,867,2095,1457,1125
240,3174,1835,2008,914,2097,1385,1167
241,3173,1835,1953,895,2093,1317,1146
242,3172,1833,1954,890,2087,1236,1143
243,3172,1833,1969,862,2080,1223,1143
244,3160,1833,2080,857,2082,1207,1145
245,3126,1839,2173,849,2084,1259,1143
246,3121,1838,2238,850,2086,1397,1143
247,3096,1840,2236,851,2089,1448,1147
248,3096,1839,2213,854,2092,1524,1149
249,3098,1841,2104,849,2094,1570,1146
250,3098,1842,1977,831,2098,1547,1105
251,3099,1842,1939,830,2095,1455,1081
252,3098,1842,2094,829,2094,1411,1124
253,3097,2193,2096,829,2092,1133,1123
254,3097,2193,2096,829,2092,1133,1123
